age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,sleep_deficit,digital_overload,night_risk,mental_pressure,isolation_score,addiction_impact,lifestyle_imbalance
13,0,1.4,0,7.8,0.6,3.42,1.6,1,10,4,6,0.20000000000000018,2.0,0.1200000000000001,14,2.0,3.5999999999999996,0.3999999999999999
15,0,5.6,0,5.9,2.0,2.97,0.6,2,9,3,3,2.0999999999999996,7.6,4.199999999999999,12,15.2,6.0,7.0
14,1,4.7,2,7.9,2.9,2.54,0.7,0,5,8,7,0.09999999999999964,7.6,0.289999999999999,13,0.0,20.3,6.8999999999999995
18,1,1.6,0,5.4,2.0,3.2,1.8,2,8,8,3,2.5999999999999996,3.6,5.199999999999999,16,7.2,6.0,1.8
18,0,5.5,1,5.3,2.6,3.09,2.0,2,8,6,3,2.7,8.1,7.0200000000000005,14,16.2,7.800000000000001,6.1
15,1,4.8,0,4.3,2.2,2.5,0.0,1,4,1,4,3.7,7.0,8.14,5,7.0,8.8,7.0
17,1,4.8,2,6.0,2.1,2.39,1.8,0,5,8,7,2.0,6.9,4.2,13,0.0,14.700000000000001,5.1000000000000005
14,0,4.0,2,4.1,0.9,2.99,1.9,2,2,9,10,3.9000000000000004,4.9,3.5100000000000002,11,9.8,9.0,3.0000000000000004
17,0,5.5,1,6.3,0.8,2.59,1.6,0,6,8,7,1.7000000000000002,6.3,1.3600000000000003,14,0.0,5.6000000000000005,4.699999999999999
18,1,7.5,2,7.6,1.8,3.19,1.7,0,2,6,6,0.40000000000000036,9.3,0.7200000000000006,8,0.0,10.8,7.6000000000000005
13,1,7.5,2,4.8,0.7,2.91,2.0,0,10,9,1,3.2,8.2,2.2399999999999998,19,0.0,0.7,6.199999999999999
18,0,4.2,1,5.4,1.1,2.31,0.3,2,4,9,1,2.5999999999999996,5.300000000000001,2.86,13,10.600000000000001,1.1,5.000000000000001
13,1,5.9,1,8.6,1.9,3.88,0.2,1,1,6,9,0.0,7.800000000000001,0.0,7,7.800000000000001,17.099999999999998,7.6000000000000005
16,1,4.8,0,7.1,0.6,3.36,0.7,0,7,6,9,0.9000000000000004,5.3999999999999995,0.5400000000000001,13,0.0,5.3999999999999995,4.699999999999999
18,0,2.2,1,6.5,1.9,3.79,0.2,2,1,6,2,1.5,4.1,2.8499999999999996,7,8.2,3.8,3.8999999999999995
15,1,8.0,1,4.7,0.6,3.01,1.8,1,2,9,10,3.3,8.6,1.9799999999999998,11,8.6,6.0,6.8
18,1,1.7,0,5.6,1.4,2.85,1.0,0,3,3,7,2.4000000000000004,3.0999999999999996,3.3600000000000003,6,0.0,9.799999999999999,2.0999999999999996
13,0,4.3,2,4.4,0.9,2.35,1.5,0,3,1,7,3.5999999999999996,5.2,3.2399999999999998,4,0.0,6.3,3.7
17,1,7.6,1,6.0,2.0,3.82,1.5,2,8,9,7,2.0,9.6,4.0,17,19.2,14.0,8.1
18,0,1.4,2,6.1,1.6,2.56,1.2,0,2,7,8,1.9000000000000004,3.0,3.040000000000001,9,0.0,12.8,1.8
19,1,2.4,2,9.0,2.4,3.13,0.5,0,5,3,3,0.0,4.8,0.0,8,0.0,7.199999999999999,4.3
18,1,7.1,1,8.0,2.9,2.59,1.2,0,10,8,5,0.0,10.0,0.0,18,0.0,14.5,8.8
13,1,8.0,0,8.9,2.2,3.82,1.2,2,8,8,4,0.0,10.2,0.0,16,20.4,8.8,9.0
13,1,1.4,0,8.6,2.4,3.31,0.7,2,2,6,2,0.0,3.8,0.0,8,7.6,4.8,3.0999999999999996
15,1,3.5,2,4.5,2.7,2.47,1.4,2,1,5,10,3.5,6.2,9.450000000000001,6,12.4,27.0,4.800000000000001
19,1,4.6,0,8.9,1.9,2.5,0.4,1,8,1,3,0.0,6.5,0.0,9,6.5,5.699999999999999,6.1
19,0,3.5,2,6.7,2.7,3.4,1.2,2,4,6,7,1.2999999999999998,6.2,3.51,10,12.4,18.900000000000002,5.0
18,0,2.0,1,5.9,2.9,3.52,1.1,0,8,6,10,2.0999999999999996,4.9,6.089999999999999,14,0.0,29.0,3.8000000000000003
19,1,2.1,0,5.6,2.4,3.56,1.0,0,9,3,4,2.4000000000000004,4.5,5.760000000000001,12,0.0,9.6,3.5
15,1,6.7,0,4.5,2.1,3.71,1.3,0,3,3,3,3.5,8.8,7.3500000000000005,6,0.0,6.300000000000001,7.500000000000001
15,0,5.7,1,7.5,2.4,2.84,1.3,1,10,10,2,0.5,8.1,1.2,20,8.1,4.8,6.8
19,0,5.0,1,6.3,2.9,2.04,0.5,1,5,2,2,1.7000000000000002,7.9,4.930000000000001,7,7.9,5.8,7.4
16,1,2.7,0,7.2,0.6,3.98,1.7,2,6,1,5,0.7999999999999998,3.3000000000000003,0.47999999999999987,7,6.6000000000000005,3.0,1.6000000000000003
18,1,1.0,1,7.1,0.8,2.47,1.9,0,4,2,4,0.9000000000000004,1.8,0.7200000000000003,6,0.0,3.2,-0.09999999999999987
19,1,4.9,2,4.5,2.9,3.88,0.8,2,5,5,6,3.5,7.800000000000001,10.15,10,15.600000000000001,17.4,7.000000000000001
13,1,7.5,0,8.0,2.0,3.25,0.7,1,9,10,2,0.0,9.5,0.0,19,9.5,4.0,8.8
16,0,6.4,2,5.9,2.8,3.81,1.3,0,1,3,7,2.0999999999999996,9.2,5.879999999999999,4,0.0,19.599999999999998,7.8999999999999995
15,0,7.8,2,5.3,0.5,2.32,0.8,2,8,9,3,2.7,8.3,1.35,17,16.6,1.5,7.500000000000001
18,0,1.3,0,4.9,0.9,3.86,0.0,1,4,9,8,3.0999999999999996,2.2,2.7899999999999996,13,2.2,7.2,2.2
19,1,7.4,2,6.1,1.1,2.15,1.6,0,4,4,1,1.9000000000000004,8.5,2.0900000000000007,8,0.0,1.1,6.9
17,0,5.1,2,8.6,1.9,3.33,1.1,2,1,7,8,0.0,7.0,0.0,8,14.0,15.2,5.9
17,0,6.2,0,6.1,2.4,3.05,1.8,0,3,6,8,1.9000000000000004,8.6,4.5600000000000005,9,0.0,19.2,6.8
18,1,4.2,2,6.5,1.4,2.91,1.5,2,5,6,4,1.5,5.6,2.0999999999999996,11,11.2,5.6,4.1
15,0,3.1,0,4.2,2.1,3.21,1.1,1,8,2,10,3.8,5.2,7.9799999999999995,10,5.2,21.0,4.1
18,0,2.3,2,7.6,0.5,2.96,1.7,1,9,8,7,0.40000000000000036,2.8,0.20000000000000018,17,2.8,3.5,1.0999999999999999
19,0,2.4,1,8.7,1.6,2.4,0.1,1,2,9,7,0.0,4.0,0.0,11,4.0,11.200000000000001,3.9
15,1,4.0,0,5.2,1.8,3.3,0.7,1,10,5,1,2.8,5.8,5.04,15,5.8,1.8,5.1
15,0,1.5,1,4.7,1.0,3.82,0.6,1,6,1,4,3.3,2.5,3.3,7,2.5,4.0,1.9
17,0,1.4,1,6.9,2.4,3.06,1.9,1,4,10,8,1.0999999999999996,3.8,2.6399999999999992,14,3.8,19.2,1.9
16,1,6.6,0,8.9,2.0,3.44,1.7,2,10,9,3,0.0,8.6,0.0,19,17.2,6.0,6.8999999999999995
13,0,5.2,2,8.2,2.8,2.12,1.4,1,1,8,1,0.0,8.0,0.0,9,8.0,2.8,6.6
14,0,4.8,1,6.8,0.8,3.0,0.9,2,4,3,4,1.2000000000000002,5.6,0.9600000000000002,7,11.2,3.2,4.699999999999999
17,0,6.5,2,6.4,0.7,3.57,1.1,2,2,9,6,1.5999999999999996,7.2,1.1199999999999997,11,14.4,4.199999999999999,6.1
15,0,1.2,1,5.2,1.0,2.78,1.3,0,5,8,10,2.8,2.2,2.8,13,0.0,10.0,0.9000000000000001
18,0,6.4,0,4.2,1.1,2.68,0.3,0,10,9,4,3.8,7.5,4.18,19,0.0,4.4,7.2
13,0,7.3,1,6.4,2.3,2.53,0.7,2,9,9,4,1.5999999999999996,9.6,3.679999999999999,18,19.2,9.2,8.9
14,1,7.0,0,6.7,1.9,2.48,1.3,2,7,1,5,1.2999999999999998,8.9,2.4699999999999998,8,17.8,9.5,7.6000000000000005
19,1,2.4,0,7.5,1.8,2.35,1.4,2,3,8,6,0.5,4.2,0.9,11,8.4,10.8,2.8000000000000003
13,0,7.1,0,7.2,1.1,3.69,1.0,2,4,6,3,0.7999999999999998,8.2,0.8799999999999999,10,16.4,3.3000000000000003,7.199999999999999
15,1,4.5,0,7.0,1.5,3.16,1.7,1,4,7,10,1.0,6.0,1.5,11,6.0,15.0,4.3
18,0,1.9,2,5.8,1.7,3.52,0.2,2,6,5,1,2.2,3.5999999999999996,3.74,11,7.199999999999999,1.7,3.3999999999999995
18,0,5.8,0,5.1,1.2,3.24,0.4,0,5,9,2,2.9000000000000004,7.0,3.4800000000000004,14,0.0,2.4,6.6
19,1,7.2,2,6.6,2.9,2.74,0.3,1,1,10,9,1.4000000000000004,10.1,4.0600000000000005,11,10.1,26.099999999999998,9.799999999999999
16,0,5.9,2,7.0,0.8,2.29,1.6,2,6,8,1,1.0,6.7,0.8,14,13.4,0.8,5.1
19,0,7.4,1,5.0,2.0,2.68,1.2,2,1,6,8,3.0,9.4,6.0,7,18.8,16.0,8.200000000000001
18,0,6.6,0,8.1,2.0,3.59,1.6,2,9,4,3,0.0,8.6,0.0,13,17.2,6.0,7.0
18,1,7.9,2,7.5,2.0,2.77,0.9,2,10,4,4,0.5,9.9,1.0,14,19.8,8.0,9.0
16,0,6.1,1,8.1,1.4,3.27,1.6,2,10,1,4,0.0,7.5,0.0,11,15.0,5.6,5.9
17,1,4.6,2,5.1,2.5,2.13,1.0,1,2,5,6,2.9000000000000004,7.1,7.250000000000001,7,7.1,15.0,6.1
19,0,4.0,1,8.2,1.4,3.63,1.3,2,5,3,10,0.0,5.4,0.0,8,10.8,14.0,4.1000000000000005
19,1,4.6,0,4.6,2.5,2.4,1.0,0,10,10,8,3.4000000000000004,7.1,8.5,20,0.0,20.0,6.1
14,1,1.2,1,8.5,1.8,3.65,1.8,0,5,10,10,0.0,3.0,0.0,15,0.0,18.0,1.2
15,0,4.6,2,5.3,3.0,3.25,0.2,2,1,8,7,2.7,7.6,8.100000000000001,9,15.2,21.0,7.3999999999999995
13,0,1.9,2,8.5,0.8,3.33,1.3,1,5,1,3,0.0,2.7,0.0,6,2.7,2.4000000000000004,1.4000000000000001
13,1,7.9,1,5.8,0.8,3.31,1.6,1,3,7,2,2.2,8.700000000000001,1.7600000000000002,10,8.700000000000001,1.6,7.100000000000001
17,0,5.4,0,6.3,2.8,3.06,0.8,2,3,7,9,1.7000000000000002,8.2,4.76,10,16.4,25.2,7.3999999999999995
19,1,1.3,1,4.5,0.7,2.51,0.8,2,10,9,7,3.5,2.0,2.4499999999999997,19,4.0,4.8999999999999995,1.2
13,1,4.3,2,7.5,2.7,2.29,0.8,0,1,10,1,0.5,7.0,1.35,11,0.0,2.7,6.2
14,1,4.1,2,8.0,3.0,2.31,0.8,2,8,4,1,0.0,7.1,0.0,12,14.2,3.0,6.3
14,1,5.2,0,6.7,2.0,3.48,1.0,1,2,1,5,1.2999999999999998,7.2,2.5999999999999996,3,7.2,10.0,6.2
16,0,4.7,2,6.5,1.0,2.91,0.9,1,5,7,3,1.5,5.7,1.5,12,5.7,3.0,4.8
17,0,2.3,1,4.9,1.7,2.07,0.3,1,3,7,7,3.0999999999999996,4.0,5.27,10,4.0,11.9,3.7
14,1,2.8,0,4.3,3.0,2.14,1.9,1,9,3,7,3.7,5.8,11.100000000000001,12,5.8,21.0,3.9
17,1,6.0,0,5.3,2.7,3.2,1.4,1,8,2,4,2.7,8.7,7.290000000000001,10,8.7,10.8,7.299999999999999
15,1,4.3,1,7.5,1.1,2.06,1.8,1,5,7,2,0.5,5.4,0.55,12,5.4,2.2,3.6000000000000005
15,1,1.3,2,7.5,1.3,2.99,1.4,2,1,5,2,0.5,2.6,0.65,6,5.2,2.6,1.2000000000000002
13,1,6.0,2,4.8,2.6,2.74,1.6,0,6,10,8,3.2,8.6,8.32,16,0.0,20.8,7.0
14,0,2.0,0,5.0,2.6,2.71,2.0,2,5,4,3,3.0,4.6,7.800000000000001,9,9.2,7.800000000000001,2.5999999999999996
18,0,5.1,2,8.2,2.8,2.18,0.5,0,8,8,8,0.0,7.8999999999999995,0.0,16,0.0,22.4,7.3999999999999995
17,1,7.2,0,6.1,0.8,3.9,0.2,2,8,3,7,1.9000000000000004,8.0,1.5200000000000005,11,16.0,5.6000000000000005,7.8
15,0,2.3,2,6.5,2.6,3.18,0.1,2,1,8,4,1.5,4.9,3.9000000000000004,9,9.8,10.4,4.800000000000001
18,1,6.8,1,6.5,2.7,2.97,1.9,2,4,4,5,1.5,9.5,4.050000000000001,8,19.0,13.5,7.6
19,1,2.7,1,6.3,1.3,3.91,1.2,0,7,5,7,1.7000000000000002,4.0,2.2100000000000004,12,0.0,9.1,2.8
17,1,4.5,0,4.9,0.5,3.44,1.2,1,5,3,1,3.0999999999999996,5.0,1.5499999999999998,8,5.0,0.5,3.8
13,0,3.3,0,7.4,0.9,2.53,0.2,1,4,10,6,0.5999999999999996,4.2,0.5399999999999997,14,4.2,5.4,4.0
14,0,1.1,0,5.4,1.6,3.34,1.5,1,4,5,8,2.5999999999999996,2.7,4.159999999999999,9,2.7,12.8,1.2000000000000002
15,1,6.8,0,6.6,2.1,3.43,1.7,2,10,10,8,1.4000000000000004,8.9,2.940000000000001,20,17.8,16.8,7.2
19,0,1.7,0,7.0,2.7,2.07,0.5,0,6,4,10,1.0,4.4,2.7,10,0.0,27.0,3.9000000000000004
19,1,3.8,2,7.4,2.6,2.25,0.5,2,7,4,8,0.5999999999999996,6.4,1.5599999999999992,11,12.8,20.8,5.9
19,1,7.2,1,5.0,2.2,2.5,0.7,0,6,9,2,3.0,9.4,6.6000000000000005,15,0.0,4.4,8.700000000000001
17,0,6.0,0,4.2,2.2,2.27,0.5,1,1,4,5,3.8,8.2,8.36,5,8.2,11.0,7.699999999999999
18,0,6.4,1,7.7,0.5,3.05,1.2,2,3,1,2,0.2999999999999998,6.9,0.1499999999999999,4,13.8,1.0,5.7
13,1,7.0,0,4.1,1.9,2.3,0.3,1,3,10,6,3.9000000000000004,8.9,7.41,13,8.9,11.399999999999999,8.6
13,1,6.6,2,5.7,2.5,2.67,1.1,2,2,1,10,2.3,9.1,5.75,3,18.2,25.0,8.0
19,0,1.8,1,4.5,2.8,3.22,1.6,1,5,3,10,3.5,4.6,9.799999999999999,8,4.6,28.0,2.9999999999999996
18,0,6.8,1,6.6,2.0,2.76,1.0,2,3,4,4,1.4000000000000004,8.8,2.8000000000000007,7,17.6,8.0,7.800000000000001
17,1,6.6,2,8.2,0.7,2.88,0.8,2,1,7,7,0.0,7.3,0.0,8,14.6,4.8999999999999995,6.5
18,1,4.5,2,5.0,2.5,2.65,0.7,1,8,9,1,3.0,7.0,7.5,17,7.0,2.5,6.3
18,1,7.4,2,6.4,2.2,3.51,1.0,0,4,5,4,1.5999999999999996,9.600000000000001,3.5199999999999996,9,0.0,8.8,8.600000000000001
13,1,3.9,0,4.5,1.6,2.02,0.6,0,6,6,5,3.5,5.5,5.6000000000000005,12,0.0,8.0,4.9
16,1,4.0,0,4.2,0.5,2.4,1.3,2,6,10,5,3.8,4.5,1.9,16,9.0,2.5,3.2
14,1,4.0,2,4.9,2.7,2.3,0.5,0,7,8,6,3.0999999999999996,6.7,8.37,15,0.0,16.200000000000003,6.2
17,1,3.8,1,4.7,1.2,3.7,1.4,0,2,2,5,3.3,5.0,3.9599999999999995,4,0.0,6.0,3.6
17,1,5.8,0,7.6,0.7,2.83,1.0,1,7,6,8,0.40000000000000036,6.5,0.28000000000000025,13,6.5,5.6,5.5
18,0,3.9,0,4.0,1.8,2.19,1.4,0,1,2,5,4.0,5.7,7.2,3,0.0,9.0,4.300000000000001
16,0,2.8,2,7.4,2.0,3.4,1.6,2,4,1,1,0.5999999999999996,4.8,1.1999999999999993,5,9.6,2.0,3.1999999999999997
16,0,2.1,0,4.6,2.0,2.55,1.8,0,5,4,4,3.4000000000000004,4.1,6.800000000000001,9,0.0,8.0,2.3
17,1,6.4,2,8.6,2.3,2.57,1.3,2,9,10,5,0.0,8.7,0.0,19,17.4,11.5,7.3999999999999995
17,0,3.7,2,5.3,0.7,2.09,0.8,0,8,8,10,2.7,4.4,1.89,16,0.0,7.0,3.6000000000000005
14,1,7.2,2,5.7,2.7,2.76,0.4,2,7,3,7,2.3,9.9,6.21,10,19.8,18.900000000000002,9.5
19,1,4.8,0,7.5,1.0,2.68,1.5,2,9,4,6,0.5,5.8,0.5,13,11.6,6.0,4.3
18,1,6.4,2,7.4,1.5,2.92,0.6,2,9,2,5,0.5999999999999996,7.9,0.8999999999999995,11,15.8,7.5,7.300000000000001
13,1,3.6,1,8.6,0.7,2.42,0.2,1,2,6,8,0.0,4.3,0.0,8,4.3,5.6,4.1
19,1,5.9,2,7.4,0.7,3.27,1.7,0,1,9,9,0.5999999999999996,6.6000000000000005,0.4199999999999997,10,0.0,6.3,4.9
13,0,7.6,1,7.9,3.0,2.54,1.2,0,8,8,1,0.09999999999999964,10.6,0.29999999999999893,16,0.0,3.0,9.4
16,0,7.3,0,7.2,0.5,2.78,1.9,2,7,3,9,0.7999999999999998,7.8,0.3999999999999999,10,15.6,4.5,5.9
14,1,3.8,1,4.8,1.9,3.97,0.2,0,4,6,6,3.2,5.699999999999999,6.08,10,0.0,11.399999999999999,5.499999999999999
16,0,2.6,0,8.6,1.3,3.64,1.6,0,5,3,1,0.0,3.9000000000000004,0.0,8,0.0,1.3,2.3000000000000003
17,1,8.0,1,6.9,2.2,2.36,1.6,2,4,2,8,1.0999999999999996,10.2,2.4199999999999995,6,20.4,17.6,8.6
13,1,7.4,0,7.0,1.8,2.17,1.4,1,9,10,5,1.0,9.200000000000001,1.8,19,9.200000000000001,9.0,7.800000000000001
16,1,6.2,0,7.2,2.6,2.02,1.7,1,5,7,6,0.7999999999999998,8.8,2.0799999999999996,12,8.8,15.600000000000001,7.1000000000000005
19,1,2.0,1,4.1,1.3,3.71,1.6,2,7,7,8,3.9000000000000004,3.3,5.07,14,6.6,10.4,1.6999999999999997
16,1,5.5,1,8.3,2.3,3.47,1.6,1,4,8,5,0.0,7.8,0.0,12,7.8,11.5,6.199999999999999
13,1,7.2,2,4.1,1.3,2.49,1.8,1,5,5,4,3.9000000000000004,8.5,5.07,10,8.5,5.2,6.7
17,0,7.8,2,5.7,1.2,3.72,1.2,0,10,2,6,2.3,9.0,2.76,12,0.0,7.199999999999999,7.8
15,0,4.4,2,5.3,0.9,3.75,0.5,0,10,5,5,2.7,5.300000000000001,2.43,15,0.0,4.5,4.800000000000001
18,1,5.7,0,8.4,2.4,2.84,0.7,2,5,4,9,0.0,8.1,0.0,9,16.2,21.599999999999998,7.3999999999999995
16,1,3.5,0,4.4,1.5,2.7,0.8,0,2,10,8,3.5999999999999996,5.0,5.3999999999999995,12,0.0,12.0,4.2
13,0,3.8,1,7.9,1.3,3.97,0.2,1,7,10,9,0.09999999999999964,5.1,0.12999999999999953,17,5.1,11.700000000000001,4.8999999999999995
13,1,7.5,1,8.6,1.9,3.33,0.9,1,7,3,10,0.0,9.4,0.0,10,9.4,19.0,8.5
15,0,2.2,1,7.5,1.4,3.19,1.8,2,6,1,7,0.5,3.6,0.7,7,7.2,9.799999999999999,1.8
14,1,3.6,2,4.0,1.4,3.83,0.5,1,1,5,2,4.0,5.0,5.6,6,5.0,2.8,4.5
18,1,7.5,2,5.1,2.6,3.82,0.7,2,7,3,8,2.9000000000000004,10.1,7.540000000000001,10,20.2,20.8,9.4
15,1,1.2,0,7.4,2.7,2.92,1.4,2,3,7,4,0.5999999999999996,3.9000000000000004,1.6199999999999992,10,7.800000000000001,10.8,2.5000000000000004
13,0,5.3,2,6.4,1.1,3.32,1.9,1,8,5,10,1.5999999999999996,6.4,1.7599999999999998,13,6.4,11.0,4.5
19,1,1.4,0,4.5,2.3,3.9,0.0,1,2,8,10,3.5,3.6999999999999997,8.049999999999999,10,3.6999999999999997,23.0,3.6999999999999997
13,0,7.2,2,7.4,2.2,3.42,0.1,2,8,9,6,0.5999999999999996,9.4,1.3199999999999994,17,18.8,13.200000000000001,9.3
17,1,2.2,2,7.1,1.1,2.5,1.5,2,2,1,2,0.9000000000000004,3.3000000000000003,0.9900000000000004,3,6.6000000000000005,2.2,1.8000000000000003
13,1,5.6,0,4.4,2.9,3.19,0.9,1,6,3,4,3.5999999999999996,8.5,10.44,9,8.5,11.6,7.6
14,0,5.8,0,4.8,2.6,2.08,0.8,1,6,4,9,3.2,8.4,8.32,10,8.4,23.400000000000002,7.6000000000000005
19,0,1.4,1,6.6,1.8,3.07,0.0,2,5,2,6,1.4000000000000004,3.2,2.520000000000001,7,6.4,10.8,3.2
15,0,3.2,1,4.0,2.0,3.25,0.7,2,8,4,8,4.0,5.2,8.0,12,10.4,16.0,4.5
15,0,3.3,1,6.5,1.3,2.44,0.3,1,7,6,7,1.5,4.6,1.9500000000000002,13,4.6,9.1,4.3
17,0,3.3,2,8.4,2.1,3.4,0.2,0,1,3,10,0.0,5.4,0.0,4,0.0,21.0,5.2
16,1,7.2,0,5.8,2.9,3.16,1.2,1,5,8,9,2.2,10.1,6.38,13,10.1,26.099999999999998,8.9
14,1,3.2,1,5.4,2.6,3.18,0.9,2,9,1,7,2.5999999999999996,5.800000000000001,6.759999999999999,10,11.600000000000001,18.2,4.9
14,0,5.7,1,6.7,2.6,2.35,1.8,0,10,10,7,1.2999999999999998,8.3,3.3799999999999994,20,0.0,18.2,6.500000000000001
15,0,7.95225913837201,0,5.7043400783298175,1.269619451691279,3.544774086162799,0.1173603133192691,0,9,7,5,2.2956599216701825,9.22187859006329,2.9175206918920513,16,0.0,6.4782996083509135,9.10451827674402
16,0,6.862321665111798,0,5.679429328357753,0.637678334888202,3.576904030316888,0.4849286660447192,0,10,8,9,2.3205706716422467,7.5,1.5355200755605156,18,0.0,5.8794293283577534,7.015071333955281
18,1,6.145591712498413,1,4.264707427777073,0.9727958562492065,2.5038257702767552,0.8566189993049385,1,7,9,8,3.7352925722229275,7.11838756874762,3.5801508837482543,16,7.11838756874762,7.88161243125238,6.2617685694426815
19,0,7.475897050396773,0,4.349401966402152,1.7035882015870893,3.380275534576999,1.277093117592469,2,8,7,4,3.650598033597848,9.179485251983863,6.264472413067926,16,18.358970503967726,7.86016657116342,7.902392134391394
14,0,7.352294438446677,0,4.2,2.5304588876893352,2.5129350053979915,1.6609177753786706,2,9,9,3,3.8,9.882753326136012,9.615743773219474,18,19.765506652272023,8.383307742990722,8.22183555075734
18,0,6.022630364126931,1,4.245260728253862,0.9226303641269308,2.447717273544885,0.8377172735448847,1,7,9,8,3.7547392717461383,6.945260728253862,3.451682509777703,16,6.945260728253862,7.760544538096038,6.107543454708978
13,0,7.300541481708897,2,4.8,0.7831077159546265,2.91,1.883649197663523,0,9,9,1,3.2,8.083649197663522,2.5059446910548044,19,1.2466157393193968,1.1820247525368333,6.199999999999999
15,0,7.7132763573654035,1,5.1048718040721575,0.6951281959278421,2.636541295616277,0.8650427319759474,2,8,8,3,2.895128195927842,8.408404553293247,2.1500256033041527,16,16.816809106586494,2.6924500862257017,7.5433618213172995
17,0,7.370550605316057,0,4.311651815948172,1.6061457627876008,3.5120105083761186,0.8938542372123992,2,9,7,3,3.688348184051829,8.976696368103658,5.967655932544204,17,17.953392736207316,5.556979660486793,8.08284213089126
15,0,7.3004168624970625,0,4.101250587491188,2.0970819625205595,2.873793448723273,0.40291803747944055,2,9,9,1,3.8987494125088116,9.397498825017623,8.176868831342519,19,18.794997650035246,2.1204262623560837,8.994580787538181
15,0,7.451537472068092,1,4.463689932963422,1.6150800893821038,2.703308780725098,0.5212299776544741,2,9,9,1,3.5363100670365784,9.066617561450197,6.116967382108495,19,18.133235122900395,1.918155033518289,8.545387583795723
18,0,6.153680732551688,0,4.2,0.976840366275844,2.5137344944723896,0.6078990843103901,0,8,9,7,3.8,7.130521098827532,3.711993391848207,17,4.249007363483383,6.678453223896886,6.522622014517142
15,0,5.7309583059767535,1,4.4417690824040745,2.6685503529215095,3.697985247045057,0.6948402823372077,1,8,7,4,3.558230917595925,8.399508658898263,9.621277486864514,16,8.399508658898263,10.42432456500875,7.704668376561056
16,0,6.823728907502196,1,5.66440694667057,0.6254236974992681,3.544915383669692,0.5254236974992681,0,9,8,9,2.33559305332943,7.449152605001464,1.497965882494877,17,0.5847450424831662,6.177965882494877,6.923728907502196
18,0,7.041297592592154,1,4.549557111110585,2.258702407407846,3.271563325925803,1.6339238518525538,0,9,9,3,3.450442888889415,9.3,7.8410341814837,18,0.0,6.883480962963138,7.666076148147447
17,0,7.413204153363439,1,5.330563322690751,2.2189905431392094,3.3804001853095613,0.423145559103083,1,7,9,7,2.6694366773092484,9.63219469650265,5.831868421740268,16,9.63219469650265,15.63708881793834,9.209049137399566
15,0,7.602739100695935,1,4.826573841670244,1.1312348777730077,2.5369869892344714,0.6421912805567481,2,8,9,2,3.173426158329756,8.733973978468944,4.048529102479609,18,17.467947956937888,1.736713079164878,8.091782697912196
15,0,7.342702426374354,1,4.110675606593588,2.153378032967942,2.7984734358229577,0.5494584923102381,2,9,9,1,3.8893243934064117,9.496080459342297,8.370417751431646,19,18.992160918684593,2.9860753472678407,8.946621967032058
16,1,5.73775412311423,1,4.234264025918785,2.6321699676015182,3.6121001656576093,1.102094058317267,0,9,8,3,3.765735974081215,8.369924090715749,9.956655614032716,17,5.24828548810399,7.896509902804554,7.267830032398481
17,0,7.245480144156652,1,5.196384115325322,2.0624481345462082,3.2652296989875675,0.46787196155822625,1,7,9,7,2.803615884674678,9.30792827870286,5.545619446027351,16,9.30792827870286,14.742560768835475,8.840056317144635
16,0,7.441260655332511,1,4.135315163833128,2.2765758191656382,2.633388402318045,0.8944122936637867,2,9,9,2,3.8646848361668726,9.71783647449815,8.786826268779857,18,19.4356729489963,5.031158598149592,8.823424180834362
15,0,5.57178786879291,0,4.505865808005064,1.0223463232020256,3.1868991523328623,1.4117316160101279,0,8,8,9,3.494134191994936,6.594134191994937,3.5484636393621267,17,2.679051849530118,9.874021686429371,5.182402575984809
18,0,6.068818423711485,1,4.33763684742297,0.968818423711485,2.524697372852475,0.9146973728524749,1,7,9,7,3.66236315257703,7.03763684742297,3.516345793196079,16,7.03763684742297,7.067723644327726,6.1229394745704955
17,0,7.226593792496424,1,4.760655867532185,1.5861565474749673,3.4425684185278937,0.9138434525250327,2,8,8,3,3.2393441324678154,8.812750339971391,5.261092320607313,17,17.625500679942782,4.669217262625163,7.898906887446358
15,0,7.296379604725796,0,5.763965490479473,0.8522415666436878,3.6103620395274203,0.35586196191789266,0,9,7,8,2.2360345095205267,8.148621171369482,1.921776308992798,17,0.0,6.180172547602634,7.7927592094515905
14,0,5.845894711993951,0,4.9079598902834105,1.281964903997984,3.2770777125758928,1.4100752057186061,0,9,8,9,3.0920401097165895,7.127859615991936,3.8561563806832084,17,0.0,12.351739286842166,5.71778441027333
17,0,6.407916762145948,1,4.925185354926129,0.7640277459513507,2.9720186500677506,0.6640277459513507,0,8,8,9,3.0748146450738703,7.171944508097299,2.468194221659455,16,3.772638156881066,7.1481942216594545,6.507916762145948
14,0,7.8,1,5.290305214667105,0.5420107364425456,2.360394938887063,0.8226211657767554,1,8,9,3,2.7096947853328954,8.342010736442546,1.4808796019940844,17,16.373788342232448,1.626032209327637,7.519389570665791
17,1,6.468449336379003,1,4.3880945971324214,2.439881753584473,3.408274658799541,1.4482128435479489,0,9,9,3,3.6119054028675786,8.908331089963477,8.852921265574873,18,2.210131706634671,7.3196452607534175,7.460118246415528
